
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2008/11/24	1961.21	1974.47	1893.34	1897.06	94404964	56092237824.00
2008/11/25	1925.25	1939.37	1858.17	1888.71	78601196	46910980096.00
2008/11/26	1890.33	1914.71	1873.18	1897.88	72458227	43157835776.00
2008/11/27	2012.69	2022.48	1916.47	1917.86	141806562	86463193088.00
2008/11/28	1901.68	1915.27	1856.29	1871.16	87530424	51738267648.00
2008/12/01	1865.74	1895.76	1838.10	1894.61	90003945	53212405760.00
2008/12/02	1856.97	1907.78	1846.53	1889.64	112980423	68603576320.00
2008/12/03	1903.43	1965.83	1902.94	1965.41	150121685	90765697024.00
2008/12/04	1992.72	2055.21	1985.20	2001.50	200387826	125748125696.00
2008/12/05	1984.26	2019.75	1975.71	2018.66	131765926	82640240640.00
2008/12/08	2049.16	2091.28	2038.19	2090.77	185099579	118990864384.00
2008/12/09	2100.77	2100.81	2036.89	2037.74	162663385	106297278464.00
2008/12/10	2025.03	2079.55	2005.56	2079.12	145914549	95427624960.00
2008/12/11	2072.58	2087.20	2028.73	2031.68	136534817	89782943744.00
2008/12/12	2014.58	2023.18	1932.27	1954.21	122347211	75192172544.00
2008/12/15	1977.03	1989.30	1936.56	1964.37	92329219	56596889600.00
2008/12/16	1948.86	1976.72	1907.83	1975.01	88858899	54114361344.00
2008/12/17	1983.84	2003.38	1971.82	1976.82	107697166	69741871104.00
2008/12/18	1978.97	2016.57	1958.97	2015.69	104159688	66517008384.00
2008/12/19	2006.21	2038.66	1997.12	2018.46	113438465	74472194048.00
2008/12/22	2016.45	2016.45	1965.35	1987.76	95539128	61504282624.00
2008/12/23	1990.05	1990.05	1895.18	1897.22	109226535	68225359872.00
2008/12/24	1873.58	1887.31	1850.85	1863.80	83169902	49347358720.00
2008/12/25	1865.72	1877.77	1832.35	1852.42	72833278	43145916416.00
2008/12/26	1852.91	1866.63	1840.19	1851.52	60504951	35681169408.00
2008/12/29	1846.30	1856.33	1815.41	1850.48	62787212	37889961984.00
2008/12/30	1851.91	1862.94	1826.98	1832.91	64432883	38727536640.00
2008/12/31	1834.95	1844.37	1814.75	1820.81	58598806	34416795648.00
2009/01/05	1849.02	1880.72	1844.09	1880.72	76897553	47204323328.00
2009/01/06	1878.83	1938.69	1871.97	1937.15	112999284	70696255488.00
2009/01/07	1938.97	1948.23	1920.52	1924.01	101468501	65051627520.00
2009/01/08	1890.24	1894.17	1862.26	1878.18	87735787	55992995840.00
2009/01/09	1875.16	1909.35	1875.16	1904.86	78200200	50959462400.00
2009/01/12	1897.70	1924.44	1886.83	1900.35	90622422	60272599040.00
2009/01/13	1880.87	1888.31	1861.81	1863.37	79809177	49948344320.00
2009/01/14	1862.31	1929.28	1862.31	1928.87	97810400	65307873280.00
2009/01/15	1912.77	1937.73	1902.54	1920.21	126188768	84408270848.00
2009/01/16	1928.92	1984.73	1928.92	1954.44	147868642	101896011776.00
2009/01/19	1971.00	2018.51	1966.19	1986.67	124867595	83096870912.00
2009/01/20	1981.15	1994.81	1956.10	1994.11	82934622	56609308672.00
2009/01/21	1965.94	2007.91	1960.53	1985.02	98646253	69469331456.00
2009/01/22	1996.09	2009.85	1980.44	2004.95	97908217	67691945984.00
2009/01/23	2001.17	2008.79	1986.35	1990.66	93640955	63861112832.00
2009/02/02	2008.13	2012.74	1987.13	2011.68	90548106	62515826688.00
2009/02/03	2011.77	2060.93	2005.02	2060.81	145237564	98045583360.00
2009/02/04	2068.09	2108.26	2067.79	2107.75	164960178	112348954624.00
2009/02/05	2106.83	2149.48	2082.60	2098.02	179808697	126470078464.00
2009/02/06	2102.08	2185.09	2102.08	2181.24	176048837	122842046464.00
2009/02/09	2211.32	2238.89	2196.71	2224.71	208813145	152752783360.00
2009/02/10	2218.49	2266.40	2197.01	2265.16	186446098	137601073152.00
2009/02/11	2230.49	2305.71	2218.30	2260.82	227207554	174858813440.00
2009/02/12	2265.79	2274.20	2191.89	2248.09	188358638	144204267520.00
2009/02/13	2249.19	2323.12	2236.18	2320.79	219003974	167278837760.00
2009/02/16	2338.76	2389.88	2328.18	2389.39	230582882	180693385216.00
2009/02/17	2387.35	2402.81	2316.93	2319.44	218470624	172215566336.00
2009/02/18	2271.26	2295.74	2206.06	2209.86	184776358	138503585792.00
2009/02/19	2224.49	2247.62	2190.47	2227.13	147070123	110818574336.00
2009/02/20	2234.36	2262.33	2206.21	2261.48	142202941	111008956416.00
2009/02/23	2249.29	2313.59	2219.71	2305.78	176613389	141029392384.00
2009/02/24	2273.75	2295.59	2193.27	2200.65	201875300	161108688896.00
2009/02/25	2222.51	2234.02	2142.60	2206.57	169724303	134275514368.00
2009/02/26	2201.67	2237.55	2102.35	2121.25	167254017	130177753088.00
2009/02/27	2100.06	2123.24	2064.92	2082.85	139240632	100274118656.00
2009/03/02	2066.23	2102.11	2052.99	2093.45	98491880	73695461376.00
2009/03/03	2047.21	2088.63	2037.02	2071.43	109428661	81550393344.00
2009/03/04	2076.62	2201.73	2076.62	2198.11	173558558	130465595392.00
2009/03/05	2220.15	2241.76	2173.49	2221.08	203032986	157528408064.00
2009/03/06	2180.79	2221.04	2171.67	2193.01	137166482	107504533504.00
2009/03/09	2205.75	2232.67	2116.45	2118.75	137818065	105822519296.00
2009/03/10	2097.14	2159.27	2088.16	2158.57	94182414	70763929600.00
2009/03/11	2199.98	2203.53	2133.14	2139.02	115508394	89852575744.00
2009/03/12	2127.73	2136.79	2086.02	2133.88	97057603	72333713408.00
2009/03/13	2148.42	2166.02	2124.98	2128.85	92861374	72488026112.00
2009/03/16	2122.41	2158.90	2108.61	2153.29	84310453	62957293568.00
2009/03/17	2156.77	2225.19	2151.78	2218.33	146705653	114601779200.00
2009/03/18	2227.98	2255.01	2221.59	2223.73	161633256	128107601920.00
2009/03/19	2227.34	2268.14	2220.16	2265.76	156881082	129417510912.00
2009/03/20	2272.44	2294.12	2250.41	2281.09	162400252	135495417856.00
2009/03/23	2286.25	2329.18	2276.81	2325.48	171081286	152140611584.00
2009/03/24	2359.68	2369.45	2327.43	2338.42	177166577	151987863552.00
2009/03/25	2333.16	2355.69	2291.36	2291.55	157223406	134063783936.00
2009/03/26	2296.05	2362.05	2274.90	2361.70	173814540	144393371648.00
2009/03/27	2380.63	2392.77	2361.09	2374.44	202863911	164883333120.00
2009/03/30	2377.96	2380.19	2348.53	2358.04	151773998	128756670464.00
2009/03/31	2313.88	2375.71	2299.16	2373.21	158204717	137650225152.00
2009/04/01	2380.98	2422.63	2380.98	2408.02	196224684	169103835136.00
2009/04/02	2417.22	2450.00	2417.11	2425.29	203449919	174933524480.00
2009/04/03	2446.12	2456.81	2406.50	2419.78	184928206	159629410304.00
2009/04/07	2422.10	2449.54	2407.51	2439.18	134799526	118443409408.00
2009/04/08	2429.88	2435.39	2346.54	2347.39	162022506	138085154816.00
2009/04/09	2345.01	2380.94	2331.88	2379.88	126747104	108844695552.00
2009/04/10	2400.01	2444.98	2392.80	2444.23	172687688	157863673856.00
2009/04/13	2468.08	2522.45	2464.06	2513.70	208587704	190509350912.00
2009/04/14	2512.01	2532.09	2495.34	2527.18	177057731	163858612224.00
2009/04/15	2514.59	2542.54	2485.93	2536.06	196891450	176891068416.00
2009/04/16	2542.34	2549.31	2497.12	2534.13	202458826	178158927872.00
2009/04/17	2524.63	2539.35	2481.90	2503.94	178011809	160410648576.00
2009/04/20	2500.17	2559.04	2497.32	2557.46	163364657	142984773632.00
2009/04/21	2523.26	2552.60	2499.60	2535.83	180986655	157746069504.00
2009/04/22	2548.10	2579.22	2449.90	2461.35	213984627	180970242048.00
2009/04/23	2440.68	2474.15	2422.79	2463.95	140964349	115712761856.00
2009/04/24	2477.16	2481.53	2445.66	2448.59	124442679	110341111808.00
2009/04/27	2443.44	2452.93	2393.16	2405.35	126570358	105298698240.00
2009/04/28	2382.88	2411.44	2372.34	2401.44	104409750	92346310656.00
2009/04/29	2401.66	2477.73	2395.48	2468.19	140227966	123478147072.00
2009/04/30	2477.93	2491.07	2461.36	2477.57	142065474	130255781888.00
2009/05/04	2486.69	2560.54	2486.23	2559.91	166068226	148654342144.00
2009/05/05	2577.43	2590.78	2552.39	2567.34	173313913	153862045696.00
2009/05/06	2563.56	2596.93	2552.63	2592.52	175516071	157317021696.00
2009/05/07	2612.12	2622.11	2566.12	2597.45	198989820	177758486528.00
2009/05/08	2586.76	2634.06	2574.57	2625.65	174623986	158432083968.00
2009/05/11	2646.29	2663.95	2579.75	2579.75	193385794	174955577344.00
2009/05/12	2562.36	2619.69	2558.96	2618.17	135343399	115764985856.00
2009/05/13	2629.03	2670.21	2608.32	2663.77	160666184	147360448512.00
2009/05/14	2631.45	2651.49	2610.22	2639.89	138342821	123858845696.00
2009/05/15	2646.89	2661.37	2623.36	2645.26	119376068	107977678848.00
2009/05/18	2632.57	2656.84	2589.61	2652.78	129358675	119503822848.00
2009/05/19	2679.40	2688.11	2660.56	2676.68	158752094	150171533312.00
2009/05/20	2680.55	2686.34	2651.01	2651.41	148167049	139295408128.00
2009/05/21	2639.14	2663.23	2598.87	2610.62	156382648	141382647808.00
2009/05/22	2595.99	2617.75	2578.59	2597.60	110703673	100774723584.00
2009/05/25	2555.34	2618.36	2538.62	2610.01	123584706	114606678016.00
2009/05/26	2615.01	2618.80	2585.91	2588.57	121942691	119278698496.00
2009/05/27	2601.24	2635.31	2592.79	2632.93	115082624	105251790848.00
2009/06/01	2668.40	2726.72	2668.40	2721.28	162047303	158963286016.00
2009/06/02	2739.44	2750.88	2713.47	2724.30	171612369	163936419840.00
2009/06/03	2722.27	2778.68	2717.86	2778.59	169429341	162236973056.00
2009/06/04	2753.25	2778.24	2728.20	2767.24	189882892	183071342592.00
2009/06/05	2783.86	2791.65	2750.38	2753.89	159409517	156208300032.00
2009/06/08	2753.34	2795.15	2729.03	2768.34	147120241	141551517696.00
2009/06/09	2766.51	2788.37	2721.85	2787.89	145030701	135542308864.00
2009/06/10	2796.90	2820.57	2790.00	2816.25	158114671	146409275392.00
2009/06/11	2812.28	2828.74	2787.45	2797.32	145818320	134757687296.00
2009/06/12	2793.97	2812.68	2722.22	2743.76	141124853	126264197120.00
2009/06/15	2743.03	2790.98	2727.74	2789.55	122804321	111428845568.00
2009/06/16	2762.74	2797.48	2753.69	2776.02	115704415	110552825856.00
2009/06/17	2771.52	2813.61	2744.22	2810.12	124135679	120398962688.00
2009/06/18	2812.99	2855.42	2810.85	2853.90	152234600	149759115264.00
2009/06/19	2861.18	2886.50	2847.36	2880.49	166571220	153538969600.00
2009/06/22	2900.57	2923.24	2884.13	2896.30	161241011	150368436224.00
2009/06/23	2853.49	2941.05	2841.90	2892.70	161926247	147720142848.00
2009/06/24	2889.05	2923.47	2880.28	2922.30	152622104	148911538176.00
2009/06/25	2926.62	2946.90	2909.09	2925.05	131177679	131541164032.00
2009/06/26	2930.50	2937.61	2910.34	2928.21	117330489	116750237696.00
2009/06/29	2930.31	2976.92	2918.39	2975.31	137076244	138428203008.00
2009/06/30	2990.12	2997.27	2953.36	2959.36	136922297	145773985792.00
2009/07/01	2950.17	3009.71	2947.69	3008.15	150140442	156104835072.00
2009/07/02	3015.08	3062.56	3015.08	3060.25	174747706	183504420864.00
2009/07/03	3035.81	3088.86	3029.55	3088.37	174495889	180366131200.00
2009/07/06	3091.48	3128.31	3090.10	3124.67	199131584	206765555712.00
2009/07/07	3118.27	3130.07	3077.48	3089.45	194615508	191155372032.00
2009/07/08	3057.46	3097.96	3011.21	3080.77	177484845	175032877056.00
2009/07/09	3073.52	3123.51	3064.21	3123.03	181390271	187210629120.00
2009/07/10	3124.79	3140.04	3099.99	3113.93	174289453	180566245376.00
2009/07/13	3098.96	3112.88	3076.30	3080.56	167169420	174729494528.00
2009/07/14	3088.58	3147.59	3088.58	3145.16	177534307	181164490752.00
2009/07/15	3156.63	3188.91	3156.63	3188.55	206725619	219623587840.00
2009/07/16	3209.77	3221.07	3175.96	3183.74	205167905	221217079296.00
2009/07/17	3181.06	3197.23	3158.57	3189.74	176252792	188687892480.00
2009/07/20	3203.89	3269.18	3192.90	3266.92	211984020	236527304704.00
2009/07/21	3275.67	3279.59	3207.50	3213.21	215195905	235796234240.00
2009/07/22	3207.99	3301.43	3207.26	3296.61	187782491	209399922688.00
2009/07/23	3301.10	3331.06	3289.22	3328.49	181509538	198042451968.00
2009/07/24	3343.76	3398.05	3306.91	3372.60	208990330	227211132928.00
2009/07/27	3377.72	3435.93	3376.29	3435.21	212417288	243420495872.00
2009/07/28	3434.32	3439.92	3392.43	3438.37	218790299	246796976128.00
2009/07/29	3419.99	3454.02	3174.21	3266.43	303175371	302820589568.00
2009/07/30	3281.20	3336.64	3215.75	3321.56	228951290	226591752192.00
2009/07/31	3354.68	3414.15	3333.72	3412.06	212759397	228121247744.00
2009/08/03	3429.69	3465.17	3398.45	3462.59	218302354	240142925824.00
2009/08/04	3477.11	3478.01	3404.82	3471.44	230009108	255343591424.00
2009/08/05	3467.05	3468.10	3385.42	3428.50	223497078	245403320320.00
2009/08/06	3401.48	3419.74	3309.61	3356.33	196388107	221496000512.00
2009/08/07	3352.66	3374.46	3244.10	3260.69	175290609	189646880768.00
2009/08/10	3287.76	3307.89	3201.06	3249.76	146781023	157350690816.00
2009/08/11	3261.41	3273.02	3222.71	3264.73	119804319	126058643456.00
2009/08/12	3255.99	3255.99	3104.56	3112.72	160388037	162700525568.00
2009/08/13	3112.57	3150.36	3060.12	3140.56	141992895	143513976832.00
2009/08/14	3138.15	3146.00	3039.30	3046.97	148469284	150832480256.00
2009/08/17	2994.87	3020.26	2867.39	2870.63	156815115	143692333056.00
2009/08/18	2845.33	2920.64	2827.11	2910.88	134994685	123230461952.00
2009/08/19	2916.09	2929.06	2761.40	2785.58	140576796	127217909760.00
2009/08/20	2798.37	2914.64	2798.37	2911.58	134285688	126680375296.00
2009/08/21	2905.05	2969.52	2883.27	2960.77	154424035	143164162048.00
2009/08/24	2982.19	3004.90	2944.92	2993.43	137241151	141593133056.00
2009/08/25	2980.10	2980.10	2823.64	2915.80	169038785	165212930048.00
2009/08/26	2889.74	2995.80	2872.26	2967.59	148017497	147103907840.00
2009/08/27	2947.83	2988.03	2909.89	2946.40	157879301	149627813888.00
2009/08/28	2938.42	2949.43	2843.11	2860.69	142735579	137472753664.00
2009/08/31	2817.63	2817.63	2663.00	2667.75	139685050	128345219072.00
2009/09/01	2649.17	2727.08	2639.76	2683.72	119251440	105567608832.00
2009/09/02	2681.33	2729.71	2669.22	2714.97	102232434	91385880576.00
2009/09/03	2722.30	2854.16	2715.62	2845.02	150218174	142565130240.00
2009/09/04	2841.17	2875.98	2827.58	2861.61	147887352	145854660608.00
2009/09/07	2877.62	2919.35	2860.00	2881.12	150735188	150286876672.00
2009/09/08	2865.70	2931.23	2831.85	2930.48	148083061	152212160512.00
2009/09/09	2944.17	2962.29	2900.11	2946.26	148905654	156579758080.00
2009/09/10	2934.96	2958.95	2911.21	2924.88	117502192	119176585216.00
2009/09/11	2917.19	2999.33	2915.90	2989.79	141734122	141400768512.00
2009/09/14	2990.93	3033.08	2984.83	3026.74	159188293	160014417920.00
2009/09/15	3029.10	3050.43	2999.43	3033.73	159377683	162967371776.00
2009/09/16	3027.51	3028.56	2960.59	2999.71	164738362	171562926080.00
2009/09/17	3015.59	3064.23	3015.59	3060.26	176860014	181236170752.00
2009/09/18	3063.31	3068.03	2940.83	2962.67	186678059	184961875968.00
2009/09/21	2937.93	2968.70	2871.65	2967.01	159010147	149654568960.00
2009/09/22	2956.13	2982.90	2896.94	2897.55	142937276	141099270144.00
2009/09/23	2897.81	2924.20	2825.86	2842.72	121360635	119331430400.00
2009/09/24	2824.58	2886.26	2783.11	2853.55	120039005	114126110720.00
2009/09/25	2836.70	2864.07	2812.92	2838.84	88104595	83486932992.00
2009/09/28	2844.37	2857.95	2752.77	2763.52	81369723	77242867712.00
2009/09/29	2763.76	2779.69	2712.30	2754.54	86854612	76708642816.00
2009/09/30	2772.57	2803.86	2763.71	2779.43	75094450	70037258240.00
2009/10/09	2840.13	2912.55	2834.62	2911.72	97067211	95242665984.00
2009/10/12	2927.02	2932.08	2893.57	2894.48	99798716	102000107520.00
2009/10/13	2889.79	2937.82	2886.96	2936.19	90101106	90407895040.00
2009/10/14	2945.67	3010.61	2943.74	2970.53	147615330	144803119104.00
2009/10/15	2994.89	3014.26	2967.11	2979.79	113940267	113218428928.00
2009/10/16	2992.75	3008.18	2931.92	2976.63	105658434	107286978560.00
2009/10/19	2974.64	3039.60	2962.31	3038.27	134983043	143382380544.00
2009/10/20	3062.55	3084.94	3053.64	3084.45	161398115	170665508864.00
2009/10/21	3080.52	3105.51	3062.56	3070.59	150078257	157882990592.00
2009/10/22	3068.68	3080.66	3045.03	3051.41	115141913	121943384064.00
2009/10/23	3057.39	3123.46	3057.39	3107.85	154020439	160256475136.00
2009/10/26	3114.29	3123.36	3083.18	3109.57	126916695	133732409344.00
2009/10/27	3086.09	3086.09	3020.49	3021.46	143799249	143765880832.00
2009/10/28	3014.18	3038.06	2974.26	3031.33	121347041	117980282880.00
2009/10/29	2975.20	2993.44	2952.01	2960.47	125412214	119998873600.00
2009/10/30	3007.25	3027.13	2983.93	2995.85	119313137	120086634496.00
2009/11/02	2933.82	3077.91	2923.52	3076.65	157185573	158645977088.00
2009/11/03	3085.74	3121.20	3078.94	3114.23	166580446	173470744576.00
2009/11/04	3119.31	3141.45	3096.35	3128.54	161404086	166997311488.00
2009/11/05	3133.50	3158.72	3122.52	3155.05	158261311	157770137600.00
2009/11/06	3176.14	3183.57	3156.99	3164.04	178199548	183886888960.00
2009/11/09	3162.15	3176.66	3141.77	3175.58	151529824	161118339072.00
2009/11/10	3203.17	3211.10	3176.25	3178.61	153401892	165199495168.00
2009/11/11	3176.31	3186.59	3149.07	3175.19	137875482	146643075072.00
2009/11/12	3181.46	3199.87	3163.08	3172.95	148659128	154549321728.00
2009/11/13	3164.65	3189.09	3127.50	3187.65	167126733	168500871168.00
2009/11/16	3206.43	3275.55	3206.43	3275.05	217640151	231615381504.00
2009/11/17	3291.04	3298.38	3275.30	3282.89	180125148	197604638720.00
2009/11/18	3287.26	3315.87	3274.21	3303.23	169464797	183665131520.00
2009/11/19	3311.19	3329.03	3285.80	3320.61	192477589	198263635968.00
2009/11/20	3309.38	3332.53	3280.18	3308.35	186993958	202817568768.00
2009/11/23	3312.97	3339.30	3305.50	3338.66	178645301	205482786816.00
2009/11/24	3352.22	3361.39	3214.03	3223.53	272142073	295137214464.00
2009/11/25	3214.82	3291.17	3188.02	3290.16	209369382	222150787072.00
2009/11/26	3296.01	3305.33	3160.35	3170.98	240592473	259123101696.00
2009/11/27	3137.30	3169.75	3080.89	3096.27	170088210	176066297856.00
2009/11/30	3114.29	3195.88	3114.29	3195.30	156491851	163776495616.00
2009/12/01	3191.06	3240.66	3173.42	3235.36	183184631	194723561472.00
2009/12/02	3252.98	3278.27	3245.96	3269.75	189209475	206787985408.00
2009/12/03	3268.00	3270.37	3227.77	3264.63	170458800	191423922176.00
2009/12/04	3256.61	3319.13	3214.84	3317.04	243137887	263158022144.00
2009/12/07	3313.06	3334.01	3302.13	3331.90	157473121	175696068608.00
2009/12/08	3330.33	3330.38	3260.67	3296.66	153232556	166065160192.00
2009/12/09	3258.00	3284.65	3228.20	3239.57	129467595	139285970944.00
2009/12/10	3258.35	3276.13	3225.56	3254.26	105610142	115025215488.00
2009/12/11	3260.45	3280.94	3242.37	3247.32	103129001	109995704320.00
2009/12/14	3246.95	3315.03	3178.23	3302.90	139662237	143874719744.00
2009/12/15	3283.60	3303.18	3267.94	3274.46	116372707	128944832512.00
2009/12/16	3262.86	3299.33	3246.61	3255.21	116058228	125727440896.00
2009/12/17	3261.61	3272.97	3176.63	3179.08	119382282	126605213696.00
2009/12/18	3154.82	3169.58	3108.03	3113.89	113626419	118903316480.00
2009/12/21	3108.07	3123.99	3088.00	3122.97	86047283	92492021760.00
2009/12/22	3126.62	3129.31	3039.86	3050.52	96817287	101680988160.00
2009/12/23	3048.20	3078.84	3041.35	3073.78	90495804	92940558336.00
2009/12/24	3080.87	3156.53	3075.11	3153.41	118410976	126387109888.00
2009/12/25	3149.23	3154.77	3128.15	3141.35	92991117	103124148224.00
2009/12/28	3148.86	3202.09	3148.86	3188.78	103142588	112776953856.00
2009/12/29	3190.17	3212.52	3166.76	3211.76	111437670	118827794432.00
2009/12/30	3211.83	3267.00	3206.22	3262.60	154267501	162894413824.00
2009/12/31	3265.00	3282.21	3250.03	3277.14	133111852	142323580928.00
2010/01/04	3289.75	3295.28	3243.32	3243.76	122446259	136464146432.00
2010/01/05	3254.47	3290.51	3221.46	3282.18	142274964	165339381760.00
2010/01/06	3277.52	3295.87	3253.04	3254.21	135131301	160284426240.00
2010/01/07	3253.99	3268.82	3176.71	3192.78	145228703	160533823488.00
2010/01/08	3177.26	3198.92	3149.02	3196.00	114602542	124813623296.00
2010/01/11	3301.61	3306.75	3197.33	3212.75	161502182	182514876416.00
2010/01/12	3205.70	3275.20	3180.08	3273.97	159128744	177844224000.00
2010/01/13	3204.98	3232.82	3165.49	3172.66	185213142	202360602624.00
2010/01/14	3183.38	3219.02	3165.60	3215.55	151986663	171208540160.00
2010/01/15	3217.19	3241.82	3197.22	3224.15	131414089	153643335680.00
2010/01/18	3213.64	3238.24	3202.21	3237.10	145703540	171726454784.00
2010/01/19	3242.22	3268.81	3236.84	3246.87	144950161	165774835712.00
2010/01/20	3252.04	3255.13	3148.33	3151.85	172555629	195394207744.00
2010/01/21	3154.19	3176.15	3126.90	3158.86	132639664	145694261248.00
2010/01/22	3118.72	3147.83	3062.63	3128.59	156427043	167218413568.00
2010/01/25	3103.32	3137.00	3092.93	3094.41	93994068	98070519808.00
2010/01/26	3094.85	3107.20	3001.96	3019.39	109494648	112348086272.00
2010/01/27	3020.54	3028.65	2972.63	2986.61	93150250	93409853440.00
2010/01/28	2985.21	3006.04	2963.89	2994.14	85167124	87828856832.00
2010/01/29	2979.74	3024.85	2968.45	2989.29	91271121	97625178112.00
2010/02/01	2981.37	2981.37	2912.89	2941.36	100564350	105912139776.00
2010/02/02	2955.75	2990.75	2930.56	2934.71	93734932	99637895168.00
2010/02/03	2945.03	3005.13	2890.02	3003.83	119005325	122261766144.00
2010/02/04	2983.05	3015.13	2968.68	2995.31	111441893	116737007616.00
2010/02/05	2936.20	2959.23	2918.91	2939.40	107746151	112754032640.00
2010/02/08	2936.45	2954.27	2922.19	2935.17	68452322	74134929408.00
2010/02/09	2932.09	2957.47	2929.21	2948.84	69093617	69304770560.00
2010/02/10	2967.14	2983.18	2958.22	2982.50	62322402	68177453056.00
2010/02/11	2985.08	3001.64	2976.08	2985.50	62462058	65796304896.00
2010/02/12	2996.09	3018.86	2993.44	3018.13	60694994	67723890688.00
2010/02/22	3016.70	3026.66	3002.81	3003.40	75193872	79980085248.00
2010/02/23	2998.91	2998.91	2938.75	2982.58	89011526	99815440384.00
2010/02/24	2964.98	3023.74	2955.07	3022.18	99625941	106781057024.00
2010/02/25	3026.66	3063.00	3022.37	3060.62	130544488	140960595968.00
2010/02/26	3053.50	3067.52	3041.69	3051.94	109599884	122741448704.00
2010/03/01	3057.01	3093.09	3054.55	3087.84	120949908	132858732544.00
2010/03/02	3089.71	3095.99	3060.96	3073.11	113653844	125959733248.00
2010/03/03	3074.10	3098.46	3061.47	3097.01	123134062	137578414080.00
2010/03/04	3098.07	3102.40	3016.22	3023.37	136744532	146744852480.00
2010/03/05	3026.64	3044.16	3011.09	3031.06	98280192	106750656512.00
2010/03/08	3036.41	3058.83	3030.90	3053.23	85598074	93590028288.00
2010/03/09	3053.26	3084.85	3028.69	3069.14	99564081	108844580864.00
2010/03/10	3067.15	3085.99	3034.74	3048.93	90553114	99858587648.00
2010/03/11	3050.64	3070.94	3025.31	3051.28	87850573	97785479168.00
2010/03/12	3051.47	3057.52	3011.97	3013.41	77895573	85619236864.00
2010/03/15	3010.72	3013.52	2963.49	2976.94	73318288	76588359680.00
2010/03/16	2974.49	2993.84	2963.44	2992.84	64986777	70928498688.00
2010/03/17	2999.82	3050.76	2994.89	3050.48	96339656	106714079232.00
2010/03/18	3053.16	3063.59	3035.02	3046.09	98192977	109864443904.00
2010/03/19	3046.75	3069.66	3031.02	3067.75	102391878	104729190400.00
2010/03/22	3069.66	3083.35	3061.76	3074.58	105968226	114941353984.00
2010/03/23	3076.96	3082.97	3051.21	3053.13	101281836	109922451456.00
2010/03/24	3058.93	3076.75	3052.21	3056.81	98158385	104740421632.00
2010/03/25	3051.36	3051.36	3012.31	3019.18	97324481	106404888576.00
2010/03/26	3017.21	3067.71	3009.91	3059.72	104093575	110540046336.00
2010/03/29	3076.05	3130.28	3071.69	3123.80	151903444	158427611136.00
2010/03/30	3123.83	3132.58	3113.77	3128.47	112628558	126808973312.00
2010/03/31	3129.57	3130.11	3101.76	3109.10	111534902	124511952896.00
2010/04/01	3111.93	3148.34	3111.93	3147.42	140784311	156081094656.00
2010/04/02	3154.77	3159.60	3141.87	3157.96	133339706	151580262400.00
2010/04/06	3170.61	3177.97	3141.93	3158.68	132234655	146262753280.00
2010/04/07	3156.31	3161.08	3132.24	3148.22	114137791	128495083520.00
2010/04/08	3143.45	3143.83	3110.26	3118.71	126899481	143865167872.00
2010/04/09	3118.93	3146.46	3114.79	3145.35	114165555	135452893184.00
2010/04/12	3151.89	3156.21	3111.90	3129.26	147730699	176520118272.00
2010/04/13	3129.69	3173.63	3101.48	3161.25	161433772	187820982272.00
2010/04/14	3161.55	3167.66	3145.55	3166.18	114888782	139342725120.00
2010/04/15	3168.14	3181.66	3135.99	3164.97	116473283	138487431168.00
2010/04/16	3159.67	3159.67	3121.37	3130.30	95126164	104799354880.00
2010/04/19	3096.78	3096.78	2977.77	2980.30	153147986	160088260608.00
2010/04/20	2980.08	2998.91	2941.35	2979.53	118165377	127159484416.00
2010/04/21	2984.62	3034.33	2972.10	3033.28	131151397	148225933312.00
2010/04/22	3021.29	3023.64	2978.46	2999.48	136997709	155532705792.00
2010/04/23	2995.57	3015.63	2966.78	2983.54	117602050	138032332800.00
2010/04/26	2988.08	2996.83	2965.83	2969.50	104096140	118656204800.00
2010/04/27	2962.15	2962.15	2866.34	2907.93	124398796	133424439296.00
2010/04/28	2883.17	2916.68	2865.47	2900.33	95519306	106520698880.00
2010/04/29	2912.20	2928.93	2867.94	2868.43	99942727	113842536448.00
2010/04/30	2867.65	2875.81	2820.95	2870.61	103631949	108077645824.00
2010/05/04	2821.35	2862.56	2809.13	2835.28	79010405	80475332608.00
2010/05/05	2804.51	2857.29	2770.33	2857.15	112685572	116421984256.00
2010/05/06	2838.95	2838.95	2735.00	2739.70	113710881	115810107392.00
2010/05/07	2685.99	2732.18	2665.81	2688.38	111599524	111011143680.00
2010/05/10	2690.86	2713.06	2646.59	2698.76	99885546	97794236416.00
2010/05/11	2745.60	2751.07	2638.53	2647.57	116181953	104271421440.00
2010/05/12	2628.02	2668.12	2604.20	2655.71	106781855	93549084672.00
2010/05/13	2653.58	2711.07	2646.90	2710.51	103204141	93473619968.00
2010/05/14	2692.10	2712.86	2677.19	2696.63	88118879	84334321664.00
2010/05/17	2663.88	2663.88	2557.24	2559.93	102158253	90516406272.00
2010/05/18	2555.14	2603.32	2529.63	2594.78	103796642	87281336320.00
2010/05/19	2581.63	2623.96	2554.98	2587.81	90466621	78977949696.00
2010/05/20	2571.54	2609.64	2551.45	2555.94	82742613	73910730752.00
2010/05/21	2492.57	2584.45	2481.97	2583.52	103033636	89265422336.00
2010/05/24	2596.32	2680.49	2596.32	2673.42	133321997	124403539968.00
2010/05/25	2654.36	2659.74	2609.09	2622.63	106011460	103243210752.00
